Test,OS,InstanceType,FeatureRate,Label,Timestamp,Unit,Average,Minimum,Maximum
GeoJSON_WebSocket,Linux,m4.xlarge,200,CPUUtilization,1720816260.0,Percent,10.32,10.32,10.32
GeoJSON_WebSocket,Linux,m4.xlarge,200,CPUUtilization,1720816560.0,Percent,10.769820502991617,10.769820502991617,10.769820502991617
GeoJSON_WebSocket,Linux,m4.xlarge,200,CPUUtilization,1720816320.0,Percent,10.861666666666666,10.861666666666666,10.861666666666666
GeoJSON_WebSocket,Linux,m4.xlarge,200,CPUUtilization,1720816380.0,Percent,10.824819586340228,10.824819586340228,10.824819586340228
GeoJSON_WebSocket,Linux,m4.xlarge,200,CPUUtilization,1720816620.0,Percent,10.63613485992367,10.63613485992367,10.63613485992367
GeoJSON_WebSocket,Linux,m4.xlarge,200,CPUUtilization,1720816440.0,Percent,10.891122110561138,10.891122110561138,10.891122110561138
GeoJSON_WebSocket,Linux,m4.xlarge,200,CPUUtilization,1720816680.0,Percent,10.850361678722624,10.850361678722624,10.850361678722624
GeoJSON_WebSocket,Linux,m4.xlarge,200,CPUUtilization,1720816200.0,Percent,3.003333333333333,3.003333333333333,3.003333333333333
GeoJSON_WebSocket,Linux,m4.xlarge,200,CPUUtilization,1720816740.0,Percent,10.699643345221826,10.699643345221826,10.699643345221826
GeoJSON_WebSocket,Linux,m4.xlarge,200,CPUUtilization,1720816500.0,Percent,10.88424035336278,10.88424035336278,10.88424035336278
GeoJSON_WebSocket,Linux,m4.xlarge,200,mem_used_percent,1720816260.0,Percent,58.956702723301966,58.956702723301966,58.956702723301966
GeoJSON_WebSocket,Linux,m4.xlarge,200,mem_used_percent,1720816560.0,Percent,59.01711468746031,59.01711468746031,59.01711468746031
GeoJSON_WebSocket,Linux,m4.xlarge,200,mem_used_percent,1720816320.0,Percent,58.94419527257448,58.94419527257448,58.94419527257448
GeoJSON_WebSocket,Linux,m4.xlarge,200,mem_used_percent,1720816380.0,Percent,58.943731128895145,58.943731128895145,58.943731128895145
GeoJSON_WebSocket,Linux,m4.xlarge,200,mem_used_percent,1720816620.0,Percent,58.99549536344893,58.99549536344893,58.99549536344893
GeoJSON_WebSocket,Linux,m4.xlarge,200,mem_used_percent,1720816440.0,Percent,58.94817713677093,58.94817713677093,58.94817713677093
GeoJSON_WebSocket,Linux,m4.xlarge,200,mem_used_percent,1720816680.0,Percent,58.97964119250725,58.97964119250725,58.97964119250725
GeoJSON_WebSocket,Linux,m4.xlarge,200,mem_used_percent,1720816200.0,Percent,58.96916131680005,58.96916131680005,58.96916131680005
GeoJSON_WebSocket,Linux,m4.xlarge,200,mem_used_percent,1720816740.0,Percent,58.9652038812183,58.9652038812183,58.9652038812183
GeoJSON_WebSocket,Linux,m4.xlarge,200,mem_used_percent,1720816500.0,Percent,59.01726125914852,59.01726125914852,59.01726125914852
GeoJSON_WebSocket,Linux,m4.xlarge,200,NetworkIn,1720816320.0,Bytes,3564442.0,3564442.0,3564442.0
GeoJSON_WebSocket,Linux,m4.xlarge,200,NetworkIn,1720816560.0,Bytes,3479374.0,3479374.0,3479374.0
GeoJSON_WebSocket,Linux,m4.xlarge,200,NetworkIn,1720816380.0,Bytes,3513386.0,3513386.0,3513386.0
GeoJSON_WebSocket,Linux,m4.xlarge,200,NetworkIn,1720816620.0,Bytes,3058119.0,3058119.0,3058119.0
GeoJSON_WebSocket,Linux,m4.xlarge,200,NetworkIn,1720816200.0,Bytes,447657.0,447657.0,447657.0
GeoJSON_WebSocket,Linux,m4.xlarge,200,NetworkIn,1720816740.0,Bytes,3111663.0,3111663.0,3111663.0
GeoJSON_WebSocket,Linux,m4.xlarge,200,NetworkIn,1720816440.0,Bytes,3567619.0,3567619.0,3567619.0
GeoJSON_WebSocket,Linux,m4.xlarge,200,NetworkIn,1720816680.0,Bytes,3107397.0,3107397.0,3107397.0
GeoJSON_WebSocket,Linux,m4.xlarge,200,NetworkIn,1720816260.0,Bytes,3276722.0,3276722.0,3276722.0
GeoJSON_WebSocket,Linux,m4.xlarge,200,NetworkIn,1720816500.0,Bytes,3564274.0,3564274.0,3564274.0
GeoJSON_WebSocket,Linux,m4.xlarge,200,NetworkOut,1720816320.0,Bytes,2464183.0,2464183.0,2464183.0
GeoJSON_WebSocket,Linux,m4.xlarge,200,NetworkOut,1720816560.0,Bytes,2667457.0,2667457.0,2667457.0
GeoJSON_WebSocket,Linux,m4.xlarge,200,NetworkOut,1720816380.0,Bytes,2791608.0,2791608.0,2791608.0
GeoJSON_WebSocket,Linux,m4.xlarge,200,NetworkOut,1720816620.0,Bytes,437614.0,437614.0,437614.0
GeoJSON_WebSocket,Linux,m4.xlarge,200,NetworkOut,1720816200.0,Bytes,1271062.0,1271062.0,1271062.0
GeoJSON_WebSocket,Linux,m4.xlarge,200,NetworkOut,1720816740.0,Bytes,444320.0,444320.0,444320.0
GeoJSON_WebSocket,Linux,m4.xlarge,200,NetworkOut,1720816440.0,Bytes,2998898.0,2998898.0,2998898.0
GeoJSON_WebSocket,Linux,m4.xlarge,200,NetworkOut,1720816680.0,Bytes,443919.0,443919.0,443919.0
GeoJSON_WebSocket,Linux,m4.xlarge,200,NetworkOut,1720816260.0,Bytes,2042405.0,2042405.0,2042405.0
GeoJSON_WebSocket,Linux,m4.xlarge,200,NetworkOut,1720816500.0,Bytes,3007229.0,3007229.0,3007229.0
